subject	activity	timeBodyAccMean-X	timeBodyAccMean-Y	timeBodyAccMean-Z	timeBodyAccStd-X	timeBodyAccStd-Y	timeBodyAccStd-Z	timeGravityAccMean-X	timeGravityAccMean-Y	timeGravityAccMean-Z	timeGravityAccStd-X	timeGravityAccStd-Y	timeGravityAccStd-Z	timeBodyAccJerkMean-X	timeBodyAccJerkMean-Y	timeBodyAccJerkMean-Z	timeBodyAccJerkStd-X	timeBodyAccJerkStd-Y	timeBodyAccJerkStd-Z	timeBodyGyroMean-X	timeBodyGyroMean-Y	timeBodyGyroMean-Z	timeBodyGyroStd-X	timeBodyGyroStd-Y	timeBodyGyroStd-Z	timeBodyGyroJerkMean-X	timeBodyGyroJerkMean-Y	timeBodyGyroJerkMean-Z	timeBodyGyroJerkStd-X	timeBodyGyroJerkStd-Y	timeBodyGyroJerkStd-Z	timeBodyAccMagMean	timeBodyAccMagStd	timeGravityAccMagMean	timeGravityAccMagStd	timeBodyAccJerkMagMean	timeBodyAccJerkMagStd	timeBodyGyroMagMean	timeBodyGyroMagStd	timeBodyGyroJerkMagMean	timeBodyGyroJerkMagStd	frequenceBodyAccMean-X	frequenceBodyAccMean-Y	frequenceBodyAccMean-Z	frequenceBodyAccStd-X	frequenceBodyAccStd-Y	frequenceBodyAccStd-Z	frequenceBodyAccMeanFreq-X	frequenceBodyAccMeanFreq-Y	frequenceBodyAccMeanFreq-Z	frequenceBodyAccJerkMean-X	frequenceBodyAccJerkMean-Y	frequenceBodyAccJerkMean-Z	frequenceBodyAccJerkStd-X	frequenceBodyAccJerkStd-Y	frequenceBodyAccJerkStd-Z	frequenceBodyAccJerkMeanFreq-X	frequenceBodyAccJerkMeanFreq-Y	frequenceBodyAccJerkMeanFreq-Z	frequenceBodyGyroMean-X	frequenceBodyGyroMean-Y	frequenceBodyGyroMean-Z	frequenceBodyGyroStd-X	frequenceBodyGyroStd-Y	frequenceBodyGyroStd-Z	frequenceBodyGyroMeanFreq-X	frequenceBodyGyroMeanFreq-Y	frequenceBodyGyroMeanFreq-Z	frequenceBodyAccMagMean	frequenceBodyAccMagStd	frequenceBodyAccMagMeanFreq	frequenceBodyBodyAccJerkMagMean	frequenceBodyBodyAccJerkMagStd	frequenceBodyBodyAccJerkMagMeanFreq	frequenceBodyBodyGyroMagMean	frequenceBodyBodyGyroMagStd	frequenceBodyBodyGyroMagMeanFreq	frequenceBodyBodyGyroJerkMagMean	frequenceBodyBodyGyroJerkMagStd	frequenceBodyBodyGyroJerkMagMeanFreq	
53	9	STANDING	0.2823101	-0.020045495	-0.09527475	-0.975741252	-0.938635759	-0.91929581	0.9613235	-0.010383816	0.009147692	-0.9891032	-0.9725739	-0.9322453	0.07600321	1.31E-02	-4.70E-03	-0.969973399	-0.963849333	-0.97058426	-0.029183136	-0.060810158	0.099240933	-0.9219906	-0.94604664	-0.93988974	-0.0958977	-0.04191996	-0.057574313	-0.94910569	-0.97503653	-0.969726484	-0.945167482	-0.93610501	-0.945167482	-0.93610501	-0.96952458	-0.96376418	-0.921030223	-0.9082914	-0.96982404	-0.96528705	-0.97166269	-0.944849432	-0.94168687	-0.977579248	-0.938790017	-0.91389683	-1.06E-01	-0.003787219	0.000165424	-0.971313769	-0.962624299	-0.9671292	-0.971278823	-0.96823458	-0.972588749	-0.02350415	-9.82E-02	-0.128067958	-0.91697444	-0.9545143	-0.94151034	-0.9247386	-0.94195058	-0.94494281	-0.222857824	-0.34895997	-0.165761263	-0.946330172	-0.940265546	0.023573871	-0.963242884	-0.96359316	0.200537688	-0.929769068	-0.91090966	-0.174953569	-0.96749163	-0.9647708	0.024365085
54	9	LAYING	0.2591955	-0.020526822	-0.10754972	-0.94233309	-0.916292776	-0.94070729	-0.5802528	-0.119154196	0.957873042	-0.9218211	-0.9699945	-0.9712047	0.08807345	1.16E-02	-7.05E-03	-0.96474047	-0.96399668	-0.95856246	-0.013632036	-0.15890292	0.101275011	-0.9422465	-0.926618531	-0.96159537	-0.10384668	-0.02755226	-0.056949048	-0.94532903	-0.96217024	-0.97707616	-0.930868438	-0.9151268	-0.930868438	-0.9151268	-0.96337455	-0.95502681	-0.9071251	-0.89855787	-0.96452482	-0.95280156	-0.94686549	-0.934366598	-0.945919	-0.940981027	-0.912836751	-0.94197116	-4.46E-01	-0.215336753	0.178107281	-0.964304065	-0.964082806	-0.95590922	-0.968601304	-0.966634136	-0.959714718	-0.08503094	-2.27E-01	-0.09437436	-0.93029792	-0.93457966	-0.95981501	-0.9463892	-0.92313194	-0.96568631	-0.230699179	-0.321206958	-0.055125414	-0.926604295	-0.921929738	-0.085609053	-0.954320586	-0.95509471	0.167002983	-0.918605336	-0.90340058	-0.206343569	-0.95580625	-0.95229047	-0.016201379
55	10	WALKING	0.2785741	-0.017022351	-0.10905751	-0.178709734	-0.022743165	-0.39564507	0.9630921	-0.083827701	0.054927624	-0.9744352	-0.9711147	-0.9578627	0.08579438	4.08E-03	-1.63E-02	-0.052199101	0.075080495	-0.51166291	0.010689498	-0.081954078	0.098669573	-0.4142055	-0.250853319	-0.17452487	-0.12270956	-0.0519205	-0.061126293	-0.36606372	-0.50968333	-0.329079493	-0.127400912	-0.1856024	-0.127400912	-0.1856024	-0.13262499	0.03760834	-0.15645873	-0.40202514	-0.44036364	-0.50102792	-0.11419	0.053391191	-0.41218272	-0.206366497	-0.129775706	-0.43530422	-2.63E-01	0.243797497	0.258967966	-0.107941107	0.030905202	-0.46402051	-0.079151827	0.048486767	-0.55851265	-0.26013064	-1.48E-01	0.055799091	-0.27791378	-0.34520903	-0.10853003	-0.4582929	-0.20439282	-0.27329287	-0.093367142	-0.12210993	-0.129800372	-0.093023742	-0.370471944	0.179599865	0.020518952	0.05020876	-0.071285394	-0.41261691	-0.4997598	0.129100107	-0.51506534	-0.5176758	-0.000234019
56	10	WALKING_UPSTAIRS	0.2671219	-0.014385492	-0.11818042	-0.161591924	-0.005552877	-0.07387449	0.931861	-0.056567028	0.02275277	-0.9592161	-0.9370394	-0.8647458	0.06488293	2.66E-02	-5.13E-02	-0.187220176	-0.177803083	-0.60752048	0.073344717	-0.095460022	0.087966418	-0.3085347	0.041172467	-0.32050933	-0.15721254	-0.03723485	-0.036502174	-0.42729134	-0.60462906	-0.482244799	-0.02666233	-0.21153748	-0.02666233	-0.21153748	-0.26203804	-0.2260102	0.043857385	-0.11306267	-0.52346297	-0.61827236	-0.13941079	-0.039068822	-0.30120641	-0.171957349	-0.05162847	-0.03423472	-3.00E-01	-0.003544923	-0.289969419	-0.201214322	-0.206872839	-0.55323067	-0.247598321	-0.202796129	-0.662894135	-0.23033751	-3.71E-01	-0.328583308	-0.21852472	-0.23585899	-0.26276337	-0.3413016	0.17173579	-0.40382208	-0.235765047	-0.421428723	-0.135478697	-0.166866722	-0.361437535	0.087904962	-0.153553147	-0.33436504	0.178734933	-0.265371689	-0.16696938	-0.194447276	-0.600583	-0.67129056	0.158591031
57	10	WALKING_DOWNSTAIRS	0.2904016	-0.020005077	-0.1108486	0.295733548	0.004079154	-0.18355756	0.9398074	-0.064616077	0.041871541	-0.9392676	-0.9370038	-0.9020852	0.10095939	1.08E-02	1.53E-04	0.223275806	-0.105020356	-0.31818842	-0.124839594	-0.106742539	0.072443369	-0.3047454	-0.311407525	-0.03530218	-0.0643764	-0.04893781	-0.072041311	-0.41698614	-0.47165098	-0.22713739	0.250843769	0.15699821	0.250843769	0.15699821	0.05070102	0.11087723	-0.023846804	-0.28038285	-0.40185431	-0.49410576	0.21566527	0.009046604	-0.15772836	0.324957743	-0.063333772	-0.26868617	-3.22E-01	0.066719252	0.257067314	0.181419131	-0.119504296	-0.24067904	0.156912679	-0.153355803	-0.39614793	-0.23677978	-2.98E-01	0.018982166	-0.21435028	-0.27249571	0.03913668	-0.3395144	-0.343237	-0.15039164	-0.177215652	-0.005559587	-0.044892872	0.220115703	-0.061674284	0.164428829	0.156978047	0.03802667	0.125205954	-0.31234751	-0.3877801	0.07743626	-0.48419648	-0.54498852	0.178773117
58	10	SITTING	0.2706121	-0.015042682	-0.10425324	-0.982901826	-0.91797953	-0.96782698	0.7918872	-0.041260775	0.202534573	-0.9731284	-0.93569	-0.9668985	0.07753725	8.98E-03	-5.00E-03	-0.988946414	-0.98075679	-0.9882558	-0.043243218	-0.06799936	0.074595887	-0.9888731	-0.984373305	-0.96044596	-0.0931555	-0.04112165	-0.048941192	-0.99232666	-0.99258449	-0.990259813	-0.9607572	-0.93966959	-0.9607572	-0.93966959	-0.98805424	-0.98520986	-0.944202044	-0.96306458	-0.99370749	-0.9916962	-0.98494314	-0.9404502	-0.97464465	-0.982242428	-0.912838063	-0.96612104	-8.26E-02	0.027931974	0.23364402	-0.989365014	-0.980962856	-0.98605677	-0.989550917	-0.982045591	-0.98911086	0.19344922	-2.62E-02	0.117530737	-0.98647736	-0.98617922	-0.96539547	-0.9897124	-0.98357965	-0.96241856	0.214105021	0.067725229	-0.084443596	-0.955281011	-0.941511953	0.221566081	-0.985900801	-0.98326674	0.324762093	-0.974459733	-0.96245996	0.005813374	-0.99219153	-0.9914091	0.344008503
59	10	STANDING	0.2766503	-0.01554186	-0.10796408	-0.978403482	-0.919561843	-0.94127144	0.9540088	-0.043159783	0.034698021	-0.9912595	-0.9754107	-0.9595797	0.08097844	1.19E-02	-4.86E-03	-0.96431149	-0.941328663	-0.9764306	-0.028185433	-0.087682049	0.103251561	-0.9298951	-0.958861164	-0.9536811	-0.10475383	-0.0371593	-0.058416255	-0.95036755	-0.97644502	-0.969051031	-0.951988908	-0.93726454	-0.951988908	-0.93726454	-0.96516382	-0.95205821	-0.92978726	-0.92048681	-0.97163766	-0.96440941	-0.97009981	-0.923378745	-0.95527238	-0.982949246	-0.921860477	-0.93809868	1.59E-01	-0.012623426	0.077609848	-0.963565166	-0.94218776	-0.97224151	-0.968612136	-0.944847394	-0.979428729	0.25330139	-1.87E-01	0.005628739	-0.92400591	-0.9603238	-0.95091573	-0.9322739	-0.95839986	-0.95890126	-0.281787223	-0.164082231	-0.098887445	-0.940110167	-0.945048243	0.090245467	-0.951633691	-0.95210596	0.197319525	-0.937786743	-0.92296155	-0.226492596	-0.96561408	-0.96505582	0.013389749
60	10	LAYING	0.2802306	-0.024294484	-0.11716864	-0.968283685	-0.946454302	-0.95947149	-0.4530697	-0.139297681	-0.031121624	-0.9545319	-0.9667012	-0.9630456	0.07381506	1.57E-02	7.17E-03	-0.978007467	-0.966930793	-0.97625666	-0.019555937	-0.077032566	0.104720478	-0.9617132	-0.953660208	-0.9719406	-0.10030825	-0.03887979	-0.059074491	-0.96590058	-0.96662104	-0.983949303	-0.95678182	-0.94030165	-0.95678182	-0.94030165	-0.97623444	-0.96755698	-0.937590999	-0.92747117	-0.97083085	-0.95963293	-0.96918421	-0.954341849	-0.96430085	-0.967968039	-0.946229148	-0.95981367	-1.41E-01	0.200554088	0.317328875	-0.979014669	-0.968039174	-0.97259221	-0.978904364	-0.968120692	-0.978582339	0.04855721	4.26E-02	0.146112722	-0.95379391	-0.95467003	-0.96975578	-0.9645446	-0.9534535	-0.9752988	0.070757575	0.071312565	0.157620506	-0.950848109	-0.944304975	0.260388946	-0.968561122	-0.96537755	0.212826188	-0.937692643	-0.93370132	0.216535435	-0.96097682	-0.96077288	0.2026247
61	11	WALKING	0.2718219	-0.016647583	-0.1060963	-0.422842072	-0.052212075	-0.53062631	0.9464685	-0.21204587	0.134053215	-0.981101	-0.9662406	-0.9608527	0.08297093	1.28E-02	-1.34E-02	-0.428516344	-0.18141923	-0.72065473	-0.0426929	-0.070510497	0.08437445	-0.5963469	-0.499625287	-0.4341782	-0.09182042	-0.05141725	-0.034267745	-0.5416164	-0.73799376	-0.551079943	-0.288323472	-0.48773592	-0.288323472	-0.48773592	-0.4023332	-0.40314128	-0.421801674	-0.55836278	-0.63073271	-0.75367142	-0.39653373	-0.083047844	-0.61640291	-0.433703312	-0.096606829	-0.52309339	-3.74E-01	0.012876103	0.040455756	-0.453265269	-0.241801726	-0.69259387	-0.45394304	-0.170177403	-0.747564612	-0.35341993	-4.28E-01	-0.092391951	-0.51475331	-0.5931074	-0.39829334	-0.6231503	-0.45366318	-0.49855464	-0.175946094	-0.297177113	-0.184065788	-0.458514063	-0.584455992	0.093581805	-0.395116134	-0.41744682	0.084454308	-0.610222629	-0.59974544	-0.074837069	-0.75191446	-0.77357406	0.056364837
62	11	WALKING_UPSTAIRS	0.2637759	-0.030315782	-0.10679722	-0.238802959	-0.103167502	-0.2033694	0.8926262	-0.343576925	0.146633747	-0.9534631	-0.9243608	-0.9069332	0.09685617	-1.33E-02	-1.51E-02	-0.452961684	-0.42811923	-0.78535917	-0.08209097	-0.056692881	0.063805438	-0.5013316	-0.28204454	-0.69465885	-0.06452454	-0.07198347	-0.04607615	-0.66043134	-0.80945944	-0.777173389	-0.132594624	-0.28959215	-0.132594624	-0.28959215	-0.5095877	-0.49048581	-0.255048337	-0.37790986	-0.75731481	-0.80112704	-0.3553489	-0.254645207	-0.55174208	-0.198733656	-0.088504815	-0.11370177	-5.24E-01	-0.189232159	-0.486549897	-0.495927372	-0.455317917	-0.76538791	-0.458255021	-0.437276329	-0.803845087	-0.44699235	-4.62E-01	-0.48249712	-0.47178278	-0.58116715	-0.67467188	-0.5178116	-0.15378785	-0.72992873	-0.245040398	-0.635531917	-0.183328378	-0.336061027	-0.376027879	-0.137089383	-0.475928502	-0.51370346	0.01490148	-0.55009966	-0.38122338	-0.377996101	-0.79598611	-0.82242872	0.015327027
63	11	WALKING_DOWNSTAIRS	0.2916056	-0.017809772	-0.11107015	0.142456557	0.070812273	-0.32402694	0.9417464	-0.200321943	0.132371685	-0.9544975	-0.9263105	-0.9258149	0.08971687	2.52E-02	-2.25E-02	-0.083421265	-0.126816662	-0.57971048	-0.125068699	-0.026277535	0.057524457	-0.374069	-0.49591172	-0.31895959	-0.02209163	-0.0520273	-0.037304841	-0.53437495	-0.68459332	-0.480559153	0.126227657	0.05077437	0.126227657	0.05077437	-0.19820614	-0.12701722	-0.19788336	-0.33934983	-0.59929476	-0.67775059	0.03519372	0.024750813	-0.37762476	0.179906764	0.026277718	-0.34862658	-4.00E-01	-0.056189227	0.005314452	-0.120463005	-0.17747924	-0.53022553	-0.128341631	-0.13044383	-0.628902743	-0.33884997	-4.56E-01	-0.244414661	-0.31877701	-0.52825452	-0.27345911	-0.3977228	-0.48112749	-0.39722047	-0.263295936	-0.255277888	-0.150480042	0.090280758	-0.13712306	0.031672568	-0.097454997	-0.17366175	0.033747518	-0.456170109	-0.38055943	-0.169884464	-0.66834053	-0.71422967	-0.009425074
64	11	SITTING	0.2765902	-0.014919562	-0.11284022	-0.982796562	-0.921402118	-0.96837018	0.8719638	0.213716306	0.188531696	-0.9880693	-0.9497926	-0.9716616	0.07617773	-2.14E-04	8.33E-03	-0.980335164	-0.966766643	-0.98344161	-0.039998492	-0.075528448	0.076173942	-0.9881649	-0.98224904	-0.95284431	-0.09484235	-0.0392813	-0.050539546	-0.99050152	-0.98855482	-0.981016045	-0.961970764	-0.94458183	-0.961970764	-0.94458183	-0.97935564	-0.97451173	-0.951884472	-0.95996449	-0.98951903	-0.98625666	-0.98148145	-0.934503183	-0.97285511	-0.98338981	-0.920047162	-0.96788439	-5.03E-02	0.096774774	0.243469786	-0.98083175	-0.967454618	-0.98112486	-0.981607942	-0.968421476	-0.984349607	0.1533202	-8.05E-02	0.075598263	-0.98510688	-0.98263664	-0.95445382	-0.9891895	-0.98213792	-0.95680277	0.115678529	-0.102473211	-0.045957947	-0.953066009	-0.948521986	0.198648837	-0.975315332	-0.97228913	0.192259108	-0.969799951	-0.96071124	-0.03989666	-0.98725597	-0.98560723	0.159345367
65	11	STANDING	0.2777156	-0.017199089	-0.10868663	-0.994978879	-0.964173332	-0.98638271	0.9564645	-0.173082705	0.127198423	-0.9945294	-0.9810478	-0.9894333	0.07600977	1.24E-02	-7.46E-04	-0.992527404	-0.97942828	-0.99013299	-0.029314152	-0.076546504	0.081058822	-0.9802425	-0.994210472	-0.98063666	-0.09951936	-0.03959921	-0.052473275	-0.9866904	-0.99557163	-0.990663219	-0.984853837	-0.98030537	-0.984853837	-0.98030537	-0.98924238	-0.98885396	-0.979978011	-0.97707144	-0.99342818	-0.99257917	-0.99380805	-0.968703073	-0.98766979	-0.995573763	-0.96350679	-0.98595852	8.90E-02	0.055740898	0.292390246	-0.992385451	-0.979287024	-0.98846079	-0.993414564	-0.981185824	-0.99037815	0.31217184	-3.05E-02	0.120740566	-0.97830172	-0.99402549	-0.98076297	-0.9810091	-0.99435309	-0.98230878	-0.129935993	0.119201234	-0.021296779	-0.982255414	-0.98150397	0.233078227	-0.988636595	-0.98802123	0.33309893	-0.98257652	-0.97743771	-0.047848618	-0.99298102	-0.99227747	0.223297409
66	11	LAYING	0.280593	-0.017659805	-0.10878658	-0.98477733	-0.972196874	-0.97131118	-0.134832	0.943017941	0.11262019	-0.9795656	-0.9907656	-0.9841926	0.07666453	1.22E-02	2.78E-03	-0.985259109	-0.972777455	-0.98211178	-0.019174384	-0.04155999	0.152019016	-0.9808369	-0.982442644	-0.95989743	-0.1022975	-0.04123914	-0.066695749	-0.98172484	-0.99084572	-0.986549063	-0.98062118	-0.97289183	-0.98062118	-0.97289183	-0.98333063	-0.97650486	-0.952523752	-0.95471318	-0.99064125	-0.98447648	-0.98380137	-0.971403935	-0.97357681	-0.985322212	-0.973589287	-0.97166808	-6.38E-02	0.251945472	0.226035841	-0.984884874	-0.973882497	-0.97956484	-0.987122678	-0.973486716	-0.983302949	0.17810455	3.45E-03	0.030016945	-0.97618747	-0.98264027	-0.96143442	-0.9824246	-0.98266063	-0.9631839	0.0061082	0.104942478	0.096356893	-0.973994005	-0.976037696	0.336010661	-0.976940775	-0.97512653	0.295747896	-0.967093357	-0.95484905	0.040600406	-0.98597884	-0.98356947	0.256034977
67	12	WALKING	0.2771287	-0.015560928	-0.10316111	-0.128898533	-0.12278329	-0.41060606	0.9668735	-0.15598345	-0.036084288	-0.9791131	-0.9646192	-0.9502762	0.0457644	1.98E-02	5.03E-03	-0.013506611	-0.089404969	-0.51227684	-0.104513671	-0.034429108	0.099973912	-0.5462635	-0.449401398	-0.35017029	-0.06223893	-0.0498526	-0.046733815	-0.39080724	-0.58129069	-0.4806422	-0.10220455	-0.23697287	-0.10220455	-0.23697287	-0.14406492	-0.02028505	-0.355930365	-0.41320834	-0.51749378	-0.54889045	-0.05435764	-0.071302455	-0.4223253	-0.160707261	-0.20851528	-0.45214669	-2.61E-01	0.149107489	0.170802949	-0.081619795	-0.141374071	-0.49138617	-0.031059295	-0.094056408	-0.531486322	-0.28110657	-2.23E-01	-0.182007552	-0.40197593	-0.46788634	-0.31728248	-0.5931429	-0.44379833	-0.42225652	0.02040884	-0.025458443	-0.027904118	-0.153116003	-0.408896299	0.252267753	-0.029912425	-0.01395391	0.018449462	-0.442503784	-0.49480222	0.146075367	-0.56117644	-0.56493401	0.077777759
68	12	WALKING_UPSTAIRS	0.2729703	-0.02635749	-0.10733973	-0.290149192	-0.10381826	-0.43669743	0.9383715	-0.259144203	-0.070250382	-0.9602463	-0.9413784	-0.9380712	0.07286608	-6.89E-03	9.07E-03	-0.359856972	-0.311328991	-0.71933635	-0.09312341	-0.041131452	0.089802276	-0.5266593	-0.522949798	-0.34961461	-0.04556389	-0.03354066	-0.065316729	-0.54999919	-0.76119561	-0.606412097	-0.229183927	-0.28584404	-0.229183927	-0.28584404	-0.4324693	-0.32982797	-0.316561586	-0.52568695	-0.67497213	-0.71340671	-0.32144793	-0.16834152	-0.56084121	-0.278929748	-0.130175559	-0.41859999	-4.20E-01	-0.105269654	-0.217216987	-0.385843754	-0.333077591	-0.68792987	-0.39060122	-0.335926381	-0.750114856	-0.33124754	-3.80E-01	-0.323446377	-0.42636033	-0.60471132	-0.40608094	-0.560463	-0.48391839	-0.39609572	-0.158314161	-0.351127977	-0.22454188	-0.290005419	-0.395285131	-0.001118437	-0.320884463	-0.34656514	0.084226271	-0.594032515	-0.56443509	-0.107077796	-0.71433259	-0.73313076	0.097862435
69	12	WALKING_DOWNSTAIRS	0.2815211	-0.018084267	-0.10955593	0.042408492	0.110835344	-0.42501741	0.949862	-0.178702175	-0.056105062	-0.959504	-0.9432984	-0.9353993	0.06215003	-1.19E-02	4.85E-03	0.006319144	0.062921667	-0.49865579	-0.112531564	-0.042733669	0.089543498	-0.3621431	-0.476287743	-0.33780668	-0.0264669	-0.06091772	-0.065323998	-0.27860816	-0.51747911	-0.365232197	0.018313943	0.09726083	0.018313943	0.09726083	-0.10709102	0.06557813	-0.213351511	-0.32045863	-0.44283108	-0.45244993	0.02350493	0.150510001	-0.40212122	0.048334707	0.01674951	-0.48739013	-3.32E-01	0.079332182	0.234833313	-0.007014723	0.006394069	-0.45161432	-0.072311432	0.051512313	-0.544461426	-0.21278774	-3.87E-01	-0.098562311	-0.17885617	-0.42063147	-0.21276736	-0.4223632	-0.51892313	-0.44851299	-0.054812339	0.11021211	0.041016525	0.148017269	-0.105124972	0.078615025	0.076996837	0.04206313	0.041524421	-0.34493842	-0.42355397	0.113540448	-0.45822749	-0.48678042	0.065876989
70	12	SITTING	0.2750072	-0.015789299	-0.10630723	-0.982568782	-0.92858124	-0.93966189	0.926229	0.083050901	0.08856407	-0.9852036	-0.963642	-0.9562086	0.07712777	1.06E-02	-2.05E-03	-0.976494201	-0.964047462	-0.97911347	-0.042415918	-0.07519804	0.072846216	-0.9744254	-0.960497128	-0.95155253	-0.09410235	-0.03874775	-0.051563409	-0.97732993	-0.97934783	-0.977138954	-0.952176621	-0.9475171	-0.952176621	-0.9475171	-0.97473449	-0.97274589	-0.941907241	-0.94676924	-0.98039234	-0.97826054	-0.97966614	-0.942768017	-0.95462663	-0.983999477	-0.926033976	-0.93591696	3.27E-02	0.002415163	-0.022615935	-0.977109887	-0.964236191	-0.97555156	-0.977980349	-0.96653892	-0.981408872	0.13812994	-9.87E-02	-0.056830654	-0.96852899	-0.96372525	-0.95571818	-0.9763399	-0.9590407	-0.95476988	-0.062508699	-0.194160297	-0.0808451	-0.955944253	-0.950647189	0.004878358	-0.971715269	-0.97295144	0.255191493	-0.958511867	-0.94846098	-0.111982191	-0.97848445	-0.97925639	0.16126823
71	12	STANDING	0.2774058	-0.016900254	-0.105527	-0.981243992	-0.923140254	-0.9206848	0.9573178	-0.218865356	-0.039538277	-0.9853142	-0.9704826	-0.9395341	0.07446318	1.00E-02	-7.88E-03	-0.972440195	-0.953203115	-0.97555698	-0.030003043	-0.070008375	0.074256819	-0.8836553	-0.941469208	-0.95036476	-0.09763804	-0.04095208	-0.048286374	-0.95541564	-0.97119549	-0.97368939	-0.941459935	-0.93523295	-0.941459935	-0.93523295	-0.96879068	-0.96267886	-0.888101373	-0.85227162	-0.96928997	-0.96192317	-0.97646947	-0.932775678	-0.9471782	-0.983647207	-0.922852028	-0.91418918	6.36E-02	-0.049328173	0.079824457	-0.971971634	-0.95329178	-0.97112253	-0.975581439	-0.956666344	-0.978792833	0.23067259	-1.75E-01	0.01138206	-0.89029271	-0.94825186	-0.95260195	-0.8843852	-0.93852985	-0.95433576	-0.24106435	-0.143868273	-0.130538981	-0.945217803	-0.939741929	0.04689887	-0.96085901	-0.9641456	0.176598693	-0.902356766	-0.85003317	-0.261496566	-0.96305979	-0.96290974	0.016281545
72	12	LAYING	0.2601134	-0.017520392	-0.10816013	-0.95531868	-0.949072009	-0.94833384	-0.3785921	0.803378835	0.275043198	-0.9364583	-0.9743965	-0.959644	0.08542954	7.74E-03	-4.37E-03	-0.969276283	-0.962639527	-0.97062931	-0.014654681	-0.083553735	0.145191848	-0.9660907	-0.953873894	-0.95015744	-0.09904023	-0.04106753	-0.0678909	-0.9671982	-0.96590037	-0.96995393	-0.948204676	-0.93654269	-0.948204676	-0.93654269	-0.96984383	-0.96258092	-0.930840594	-0.93572572	-0.97106777	-0.96201202	-0.95624849	-0.951265971	-0.9547248	-0.955207642	-0.95064004	-0.94838083	-2.36E-01	0.191372701	0.171474001	-0.968742759	-0.963223332	-0.9671497	-0.972820011	-0.964703657	-0.972713845	0.08390708	-1.77E-02	0.023950446	-0.95665389	-0.95256172	-0.94567324	-0.9692546	-0.95534368	-0.95642438	0.010569758	-0.019986654	0.041979936	-0.94386744	-0.942133255	0.081808385	-0.962448419	-0.961653	0.157065117	-0.945497023	-0.94037383	0.002206155	-0.96394961	-0.96191161	0.022700424
73	13	WALKING	0.2758831	-0.018566065	-0.11143146	-0.346980394	0.141866689	-0.22050354	0.9108557	-0.283658581	-0.131299719	-0.9725449	-0.9608998	-0.9486376	0.08095902	3.08E-03	5.97E-03	-0.220910068	0.056548877	-0.37463317	-0.017420764	-0.07984725	0.078420564	-0.3760599	-0.29002355	-0.36336995	-0.09665986	-0.03198493	-0.063669323	-0.21681207	-0.3577609	-0.341765824	-0.135643868	-0.29254638	-0.135643868	-0.29254638	-0.13320503	-0.13178853	-0.218669558	-0.25324007	-0.30350821	-0.32211838	-0.33503012	0.095515067	-0.24685151	-0.353299849	0.092196893	-0.2698964	-2.31E-01	0.019430416	0.152160967	-0.290460802	-0.043919514	-0.34226372	-0.21971616	0.09467416	-0.406173352	-0.19090593	-4.47E-01	-0.204509715	-0.19285647	-0.25621355	-0.27660795	-0.4357147	-0.31861851	-0.4553339	-0.022908917	0.07412736	0.126014217	-0.234600866	-0.438388953	0.253532326	-0.152111501	-0.11359192	0.118031209	-0.267472374	-0.37995184	0.302576933	-0.33852713	-0.34928561	0.229037957
74	13	WALKING_UPSTAIRS	0.2582039	-0.027739225	-0.12576727	-0.296284597	0.104470774	-0.21721057	0.8476343	-0.357404502	-0.207507171	-0.9464415	-0.922055	-0.9102711	0.06924421	-1.28E-03	-2.54E-02	-0.48732554	-0.323333932	-0.66092126	-0.138293762	0.003819669	0.116679563	-0.5410667	-0.40357217	-0.21180511	-0.06648172	-0.0453052	-0.066165392	-0.63103758	-0.67880592	-0.550880347	-0.101153502	-0.32633962	-0.101153502	-0.32633962	-0.45619045	-0.45122593	-0.237182958	-0.41565861	-0.6319649	-0.66921638	-0.38246074	-0.063656477	-0.40478524	-0.266081292	0.11465671	-0.18484223	-4.80E-01	-0.247165638	-0.285177289	-0.506212136	-0.368996179	-0.63149643	-0.514337759	-0.319400411	-0.689235779	-0.32334423	-5.86E-01	-0.504002904	-0.48211301	-0.4921761	-0.25533895	-0.562911	-0.36428326	-0.27252501	-0.211194499	-0.293383224	-0.240720823	-0.367522801	-0.409065516	-0.150904724	-0.425100007	-0.49109081	-0.027838009	-0.485477309	-0.4707708	-0.104131148	-0.65608854	-0.7122615	0.107301254
